candidate_id,start_name,end_name,end_output_names,needs_route_input,cpu_prefix_convs,vta_convs,cpu_tail_convs,boundary_conv_outputs,stage_devices,balance_imbalance_ms_est,balanced_cycle_ms_est,fitted_cycle_ms_est,resource_cycle_ms,vta_dma_ms,boundary_ms,dma_fragmentation_ms,sram_risk_ms,tail_cpu_ms,stage_count,effective_segment_count,small_island_count,pattern_cpu_vta_cpu,pattern_cpu_vta_cpu_vta_cpu,stage0_ms_est,stage1_vta_ms_est,stage2_ms_est,boundary_bytes_est,predicted_cycle_ms,predicted_fps,boundary_valid,boundary_status,failure_type,boundary_reasons,boundary_warnings
yolo_pool1_to_dual_pre18_14,pool1,dual_pre18_14,"['route23', 'small42', 'big64']",False,"[0, 1]","[2, 3, 4, 5, 6, 7, 8, 11]","[9, 10, 12]","[4, 8, 11]",cpu/vta/cpu,85.52899490909094,274.42710031515156,434.61130350700114,201.29559272727275,0.5113018181818182,0.7499093333333333,0.06,0.0,201.29559272727275,3.0,3.0,0.0,1.0,0.0,83.06688,115.76659781818181,201.29559272727275,1124864,330.4915714322989,3.0257957734478858,True,safe,,,per_stage_quantization_experimental;non_pool4_start_boundary_experimental;cpu_tail_requires_serial_raw_gate;concat_route_cpu_tail_boundary;cpu_to_vta_boundary_requires_pack_quant:pool1;vta_to_cpu_boundary_requires_unpack_dequant:route23;vta_to_cpu_boundary_requires_unpack_dequant:small42;vta_to_cpu_boundary_requires_unpack_dequant:big64
