label,poll_sleep_ns,top1_match,pipeline_throughput_fps_span,serial_throughput_fps_span,pipeline_stage0_start_interval_ms,pipeline_stage0_ms,pipeline_stage1_ms,pipeline_stage2_ms,archive_dir
20260429_cat_three_stage_e_runs20_threads_3_1_1_poll_50us,50000,True,10.204864834590325,4.607664404039452,89.79446088235295,89.77039170588235,72.68033617647059,72.06331823529412,/home/orange/code/tvm/vta/tutorials/frontend/report_out/native_stage_pipeline_runs/20260429_cat_three_stage_e_runs20_threads_3_1_1_poll_50us
20260429_cat_three_stage_e_runs20_threads_3_1_1_poll_5us,5000,True,10.200477759776835,4.342462582590673,89.73652317647058,89.80897935294118,72.74641982352941,72.16601464705883,/home/orange/code/tvm/vta/tutorials/frontend/report_out/native_stage_pipeline_runs/20260429_cat_three_stage_e_runs20_threads_3_1_1_poll_5us
20260429_cat_three_stage_e_runs20_threads_3_1_1_poll_1us_repeat,1000,True,10.19941618337778,4.5967310160265535,89.85592264705883,89.8841915882353,72.73329376470588,72.00011464705882,/home/orange/code/tvm/vta/tutorials/frontend/report_out/native_stage_pipeline_runs/20260429_cat_three_stage_e_runs20_threads_3_1_1_poll_1us_repeat
20260429_cat_three_stage_e_runs20_threads_3_1_1_poll_0p5us,500,True,10.199382772112287,4.543112574566565,89.88260876470589,89.86729276470588,72.73836029411764,72.38662617647059,/home/orange/code/tvm/vta/tutorials/frontend/report_out/native_stage_pipeline_runs/20260429_cat_three_stage_e_runs20_threads_3_1_1_poll_0p5us
20260429_cat_three_stage_e_runs20_threads_3_1_1_poll_2us,2000,True,10.176506208401495,3.4227806892760153,90.24240770588234,90.05547941176471,72.89284247058823,72.17254047058823,/home/orange/code/tvm/vta/tutorials/frontend/report_out/native_stage_pipeline_runs/20260429_cat_three_stage_e_runs20_threads_3_1_1_poll_2us
20260429_cat_three_stage_e_runs20_threads_3_1_1_poll_100us,100000,True,9.936618704774752,4.597558149513189,93.57946805882354,92.34145476470589,73.04068558823529,72.00435523529411,/home/orange/code/tvm/vta/tutorials/frontend/report_out/native_stage_pipeline_runs/20260429_cat_three_stage_e_runs20_threads_3_1_1_poll_100us
20260429_cat_three_stage_e_runs20_threads_3_1_1_poll_20us,20000,True,9.78878961280164,4.550402283024836,94.863548,93.18356135294118,73.85436464705883,72.1604821764706,/home/orange/code/tvm/vta/tutorials/frontend/report_out/native_stage_pipeline_runs/20260429_cat_three_stage_e_runs20_threads_3_1_1_poll_20us
