case_id,op_name,device,implemented,status,note,batch,channels_in,height,width,channels_out,kernel_h,kernel_w,stride_h,stride_w,pad_h,pad_w,kernel_ms,total_ms,submit_ms,sync_ms,h2d_ms,d2h_ms,pack_ms,gops,ok
s1_conv3x3_64_64,conv2d,vta,True,ok,Stage1 main path,1,64,56,56,64,3,3,1,1,1,1,31.709567,367.6117659997544,78.24731499931659,0.9326270010205917,52.73503900025389,17.469998998421943,0.010105999535880983,7.291522082278828,True
