case_id,op_name,device,implemented,status,note,batch,channels_in,height,width,channels_out,kernel_h,kernel_w,stride_h,stride_w,pad_h,pad_w,kernel_ms,total_ms,submit_ms,sync_ms,h2d_ms,d2h_ms,pack_ms,gops,ok
s1_conv3x3_64_64,conv2d,vta,True,ok,Stage1 main path,1,64,56,56,64,3,3,1,1,1,1,43.586926,4414.975881998544,4112.51372300012,0.8474739997836878,53.61767599970335,19.185357999958796,0.009702998795546591,5.30459541927779,True
