case_id,op_name,device,implemented,status,note,batch,channels_in,height,width,channels_out,kernel_h,kernel_w,stride_h,stride_w,pad_h,pad_w,kernel_ms,total_ms,submit_ms,sync_ms,h2d_ms,d2h_ms,pack_ms,gops,ok
s1_conv3x3_64_64,conv2d,vta,True,failed,Stage1 main path,1,64,56,56,64,3,3,1,1,1,1,31.580566000000005,415.4922749949037,78.9557940006489,0.8635359990876168,95.3680720012926,17.63694099645363,0.011440999514888972,7.321306654225259,False
