case_id,op_name,device,implemented,status,note,batch,channels_in,height,width,channels_out,kernel_h,kernel_w,stride_h,stride_w,pad_h,pad_w,kernel_ms,total_ms,submit_ms,sync_ms,h2d_ms,d2h_ms,pack_ms,gops,ok
s1_conv3x3_64_64,conv2d,vta,True,ok,Stage1 main path,1,64,56,56,64,3,3,1,1,1,1,43.426274,400.19286000097054,92.20775899939326,0.7954100001370534,53.40230799993151,18.355185000473284,0.010173001101065893,5.324219342419291,True
