case_id,op_name,device,implemented,status,note,batch,channels_in,height,width,channels_out,kernel_h,kernel_w,stride_h,stride_w,pad_h,pad_w,kernel_ms,total_ms,submit_ms,sync_ms,h2d_ms,d2h_ms,pack_ms,gops,ok
s1_conv3x3_64_64,conv2d,vta,True,failed,Stage1 main path,1,64,56,56,64,3,3,1,1,1,1,6.175111,378.42297299721395,52.75049400006537,0.6956599972909316,53.335852000600426,15.636549000191735,0.012051998055540025,37.44240516486262,False
