mode,status,fps,mean_ms,std_ms,passes_correctness_gate,reason
rpc_baseline,ok,3.724346058177234,268.50351293333335,0.0722622058311879,,
native_pipeline,ok,1.875155476758397,533.2891125,169.0635105,False,
