candidate_id,description,split_backend,stage_devices,stage_count,stage_output_nodes_json,boundary_node_ids,boundary_bytes_est,boundary_ms_est,stage_runtime_proxy_ms_json,stage_balance_ms_est,predicted_cycle_ms,predicted_fps,stage_metrics,boundary_valid,boundary_reasons,stage_validations,status,package_dir
yolo_packed_n25_40_to_heads,2-stage split after route node25 and shared node40.,packed_graph,vta/vta,2,"[[25,40],[52,53,54,55,64,65,66,67]]","25,40",735488,0.33431272727272726,"[283272.159232, 13200.664201416666]",135035.74751529167,317032.03042355017,0.003154255419125994,"[{'output_node_ids': [25, 40], 'boundary_input_node_ids': [], 'tvm_op_count': 24, 'ops_proxy': 9064224718848.0, 'output_bytes': 735488, 'runtime_proxy_ms': 283272.159232, 'node_ids': [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40]}, {'output_node_ids': [52, 53, 54, 55, 64, 65, 66, 67], 'boundary_input_node_ids': [25, 40], 'tvm_op_count': 19, 'ops_proxy': 422191910296.0, 'output_bytes': 862068, 'runtime_proxy_ms': 13200.664201416666, 'node_ids': [26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63, 64, 65, 66, 67]}]",True,,"[{'stage_index': 0, 'output_node_ids': [25, 40], 'boundary_input_node_ids': [], 'used_null_node_ids': [0, 1, 2, 7, 8, 12, 13, 17, 18, 22, 23, 27, 28, 32, 33, 36, 37], 'hidden_data_node_ids': [], 'extra_hidden_boundary_node_ids': [], 'tvm_op_count': 24}, {'stage_index': 1, 'output_node_ids': [52, 53, 54, 55, 64, 65, 66, 67], 'boundary_input_node_ids': [25, 40], 'used_null_node_ids': [25, 27, 28, 32, 33, 36, 37, 40, 41, 42, 45, 46, 49, 50, 53, 54, 55, 57, 58, 61, 62, 65, 66, 67], 'hidden_data_node_ids': [], 'extra_hidden_boundary_node_ids': [], 'tvm_op_count': 19}]",buildable,vta/tutorials/frontend/report_out/yolov3_tiny_pipeline_baseline/20260513_packed_graph_top20/packages/yolo_packed_n25_40_to_heads
yolo_packed_n25_to_heads,2-stage split after route tensor node25.,packed_graph,vta/vta,2,"[[25],[52,53,54,55,64,65,66,67]]",25,692224,0.3146472727272727,"[277971.90728, 13318.007268083333]",132326.95000595832,311054.5594287623,0.0032148700917178485,"[{'output_node_ids': [25], 'boundary_input_node_ids': [], 'tvm_op_count': 15, 'ops_proxy': 8894723981312.0, 'output_bytes': 692224, 'runtime_proxy_ms': 277971.90728, 'node_ids': [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25]}, {'output_node_ids': [52, 53, 54, 55, 64, 65, 66, 67], 'boundary_input_node_ids': [25], 'tvm_op_count': 20, 'ops_proxy': 425935457688.0, 'output_bytes': 862068, 'runtime_proxy_ms': 13318.007268083333, 'node_ids': [26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63, 64, 65, 66, 67]}]",True,,"[{'stage_index': 0, 'output_node_ids': [25], 'boundary_input_node_ids': [], 'used_null_node_ids': [0, 1, 2, 7, 8, 12, 13, 17, 18, 22, 23], 'hidden_data_node_ids': [], 'extra_hidden_boundary_node_ids': [], 'tvm_op_count': 15}, {'stage_index': 1, 'output_node_ids': [52, 53, 54, 55, 64, 65, 66, 67], 'boundary_input_node_ids': [25], 'used_null_node_ids': [25, 27, 28, 32, 33, 36, 37, 41, 42, 45, 46, 49, 50, 53, 54, 55, 57, 58, 61, 62, 65, 66, 67], 'hidden_data_node_ids': [], 'extra_hidden_boundary_node_ids': [], 'tvm_op_count': 20}]",buildable,vta/tutorials/frontend/report_out/yolov3_tiny_pipeline_baseline/20260513_packed_graph_top20/packages/yolo_packed_n25_to_heads
yolo_packed_n25_35_to_heads,2-stage split after route node25 and trunk node35.,packed_graph,vta/vta,2,"[[25,35],[52,53,54,55,64,65,66,67]]","25,35",865280,0.3933090909090909,"[282569.150832, 8720.763716083333]",136924.19355795835,316801.1925305805,0.003156553774346891,"[{'output_node_ids': [25, 35], 'boundary_input_node_ids': [], 'tvm_op_count': 21, 'ops_proxy': 9041763434496.0, 'output_bytes': 865280, 'runtime_proxy_ms': 282569.150832, 'node_ids': [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35]}, {'output_node_ids': [52, 53, 54, 55, 64, 65, 66, 67], 'boundary_input_node_ids': [25, 35], 'tvm_op_count': 14, 'ops_proxy': 278896004504.0, 'output_bytes': 862068, 'runtime_proxy_ms': 8720.763716083333, 'node_ids': [36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63, 64, 65, 66, 67]}]",True,,"[{'stage_index': 0, 'output_node_ids': [25, 35], 'boundary_input_node_ids': [], 'used_null_node_ids': [0, 1, 2, 7, 8, 12, 13, 17, 18, 22, 23, 27, 28, 32, 33], 'hidden_data_node_ids': [], 'extra_hidden_boundary_node_ids': [], 'tvm_op_count': 21}, {'stage_index': 1, 'output_node_ids': [52, 53, 54, 55, 64, 65, 66, 67], 'boundary_input_node_ids': [25, 35], 'used_null_node_ids': [25, 35, 36, 37, 41, 42, 45, 46, 49, 50, 53, 54, 55, 57, 58, 61, 62, 65, 66, 67], 'hidden_data_node_ids': [], 'extra_hidden_boundary_node_ids': [], 'tvm_op_count': 14}]",buildable,vta/tutorials/frontend/report_out/yolov3_tiny_pipeline_baseline/20260513_packed_graph_top20/packages/yolo_packed_n25_35_to_heads
yolo_packed_n25_56_to_heads,"2-stage split exposing big branch cast node56, forwarding node25.",packed_graph,vta/vta,2,"[[25,56],[52,53,54,55,64,65,66,67]]","25,56",735488,0.33431272727272726,"[283272.159232, 13200.664201416666]",135035.74751529167,317032.03042355017,0.003154255419125994,"[{'output_node_ids': [25, 56], 'boundary_input_node_ids': [], 'tvm_op_count': 24, 'ops_proxy': 9064224718848.0, 'output_bytes': 735488, 'runtime_proxy_ms': 283272.159232, 'node_ids': [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 56]}, {'output_node_ids': [52, 53, 54, 55, 64, 65, 66, 67], 'boundary_input_node_ids': [25, 56], 'tvm_op_count': 19, 'ops_proxy': 422191910296.0, 'output_bytes': 862068, 'runtime_proxy_ms': 13200.664201416666, 'node_ids': [26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 57, 58, 59, 60, 61, 62, 63, 64, 65, 66, 67]}]",True,,"[{'stage_index': 0, 'output_node_ids': [25, 56], 'boundary_input_node_ids': [], 'used_null_node_ids': [0, 1, 2, 7, 8, 12, 13, 17, 18, 22, 23, 27, 28, 32, 33, 36, 37], 'hidden_data_node_ids': [], 'extra_hidden_boundary_node_ids': [], 'tvm_op_count': 24}, {'stage_index': 1, 'output_node_ids': [52, 53, 54, 55, 64, 65, 66, 67], 'boundary_input_node_ids': [25, 56], 'used_null_node_ids': [25, 27, 28, 32, 33, 36, 37, 41, 42, 45, 46, 49, 50, 53, 54, 55, 56, 57, 58, 61, 62, 65, 66, 67], 'hidden_data_node_ids': [], 'extra_hidden_boundary_node_ids': [], 'tvm_op_count': 19}]",buildable,vta/tutorials/frontend/report_out/yolov3_tiny_pipeline_baseline/20260513_packed_graph_top20/packages/yolo_packed_n25_56_to_heads
yolo_packed_n25_43_to_heads,"2-stage split after small branch pre-concat node43, forwarding node25.",packed_graph,vta/vta,2,"[[25,43],[52,53,54,55,64,65,66,67]]","25,43",713856,0.32448,"[283331.00576533336, 13141.817668083333]",135094.594048625,317105.5787574896,0.0031535238324039774,"[{'output_node_ids': [25, 43], 'boundary_input_node_ids': [], 'tvm_op_count': 25, 'ops_proxy': 9066096492544.0, 'output_bytes': 713856, 'runtime_proxy_ms': 283331.00576533336, 'node_ids': [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43]}, {'output_node_ids': [52, 53, 54, 55, 64, 65, 66, 67], 'boundary_input_node_ids': [25, 43], 'tvm_op_count': 18, 'ops_proxy': 420320136600.0, 'output_bytes': 862068, 'runtime_proxy_ms': 13141.817668083333, 'node_ids': [26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63, 64, 65, 66, 67]}]",True,,"[{'stage_index': 0, 'output_node_ids': [25, 43], 'boundary_input_node_ids': [], 'used_null_node_ids': [0, 1, 2, 7, 8, 12, 13, 17, 18, 22, 23, 27, 28, 32, 33, 36, 37, 41, 42], 'hidden_data_node_ids': [], 'extra_hidden_boundary_node_ids': [], 'tvm_op_count': 25}, {'stage_index': 1, 'output_node_ids': [52, 53, 54, 55, 64, 65, 66, 67], 'boundary_input_node_ids': [25, 43], 'used_null_node_ids': [25, 27, 28, 32, 33, 36, 37, 43, 45, 46, 49, 50, 53, 54, 55, 57, 58, 61, 62, 65, 66, 67], 'hidden_data_node_ids': [], 'extra_hidden_boundary_node_ids': [], 'tvm_op_count': 18}]",buildable,vta/tutorials/frontend/report_out/yolov3_tiny_pipeline_baseline/20260513_packed_graph_top20/packages/yolo_packed_n25_43_to_heads
yolo_packed_n25_40_43_to_heads,2-stage split after shared node40 and small node43.,packed_graph,vta/vta,2,"[[25,40,43],[52,53,54,55,64,65,66,67]]","25,40,43",757120,0.3441454545454546,"[283331.00576533336, 13141.817668083333]",135094.594048625,317105.59842294414,0.003153523636836697,"[{'output_node_ids': [25, 40, 43], 'boundary_input_node_ids': [], 'tvm_op_count': 25, 'ops_proxy': 9066096492544.0, 'output_bytes': 757120, 'runtime_proxy_ms': 283331.00576533336, 'node_ids': [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43]}, {'output_node_ids': [52, 53, 54, 55, 64, 65, 66, 67], 'boundary_input_node_ids': [25, 40, 43], 'tvm_op_count': 18, 'ops_proxy': 420320136600.0, 'output_bytes': 862068, 'runtime_proxy_ms': 13141.817668083333, 'node_ids': [26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63, 64, 65, 66, 67]}]",True,,"[{'stage_index': 0, 'output_node_ids': [25, 40, 43], 'boundary_input_node_ids': [], 'used_null_node_ids': [0, 1, 2, 7, 8, 12, 13, 17, 18, 22, 23, 27, 28, 32, 33, 36, 37, 41, 42], 'hidden_data_node_ids': [], 'extra_hidden_boundary_node_ids': [], 'tvm_op_count': 25}, {'stage_index': 1, 'output_node_ids': [52, 53, 54, 55, 64, 65, 66, 67], 'boundary_input_node_ids': [25, 40, 43], 'used_null_node_ids': [25, 27, 28, 32, 33, 36, 37, 40, 43, 45, 46, 49, 50, 53, 54, 55, 57, 58, 61, 62, 65, 66, 67], 'hidden_data_node_ids': [], 'extra_hidden_boundary_node_ids': [], 'tvm_op_count': 18}]",buildable,vta/tutorials/frontend/report_out/yolov3_tiny_pipeline_baseline/20260513_packed_graph_top20/packages/yolo_packed_n25_40_43_to_heads
yolo_packed_n25_44_to_heads,"2-stage split after concat tensor node44, forwarding node25.",packed_graph,vta/vta,2,"[[25,44],[52,53,54,55,64,65,66,67]]","25,44",951808,0.43263999999999997,"[283682.35659733333, 12790.466836083335]",135445.944880625,317544.8754574896,0.0031491611966947713,"[{'output_node_ids': [25, 44], 'boundary_input_node_ids': [], 'tvm_op_count': 26, 'ops_proxy': 9077327134720.0, 'output_bytes': 951808, 'runtime_proxy_ms': 283682.35659733333, 'node_ids': [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44]}, {'output_node_ids': [52, 53, 54, 55, 64, 65, 66, 67], 'boundary_input_node_ids': [25, 44], 'tvm_op_count': 17, 'ops_proxy': 409089494424.0, 'output_bytes': 862068, 'runtime_proxy_ms': 12790.466836083335, 'node_ids': [26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63, 64, 65, 66, 67]}]",True,,"[{'stage_index': 0, 'output_node_ids': [25, 44], 'boundary_input_node_ids': [], 'used_null_node_ids': [0, 1, 2, 7, 8, 12, 13, 17, 18, 22, 23, 27, 28, 32, 33, 36, 37, 41, 42], 'hidden_data_node_ids': [], 'extra_hidden_boundary_node_ids': [], 'tvm_op_count': 26}, {'stage_index': 1, 'output_node_ids': [52, 53, 54, 55, 64, 65, 66, 67], 'boundary_input_node_ids': [25, 44], 'used_null_node_ids': [25, 27, 28, 32, 33, 36, 37, 44, 45, 46, 49, 50, 53, 54, 55, 57, 58, 61, 62, 65, 66, 67], 'hidden_data_node_ids': [], 'extra_hidden_boundary_node_ids': [], 'tvm_op_count': 17}]",buildable,vta/tutorials/frontend/report_out/yolov3_tiny_pipeline_baseline/20260513_packed_graph_top20/packages/yolo_packed_n25_44_to_heads
yolo_packed_n25_60_to_heads,"2-stage split exposing big branch node60, forwarding node25.",packed_graph,vta/vta,2,"[[25,60],[52,53,54,55,64,65,66,67]]","25,60",778752,0.35397818181818186,"[283974.80321066664, 12498.02022275]",135738.3914939583,317910.35506233806,0.003145540823305089,"[{'output_node_ids': [25, 60], 'boundary_input_node_ids': [], 'tvm_op_count': 26, 'ops_proxy': 9086686003200.0, 'output_bytes': 778752, 'runtime_proxy_ms': 283974.80321066664, 'node_ids': [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 56, 57, 58, 59, 60]}, {'output_node_ids': [52, 53, 54, 55, 64, 65, 66, 67], 'boundary_input_node_ids': [25, 60], 'tvm_op_count': 17, 'ops_proxy': 399730625944.0, 'output_bytes': 862068, 'runtime_proxy_ms': 12498.02022275, 'node_ids': [26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 61, 62, 63, 64, 65, 66, 67]}]",True,,"[{'stage_index': 0, 'output_node_ids': [25, 60], 'boundary_input_node_ids': [], 'used_null_node_ids': [0, 1, 2, 7, 8, 12, 13, 17, 18, 22, 23, 27, 28, 32, 33, 36, 37, 57, 58], 'hidden_data_node_ids': [], 'extra_hidden_boundary_node_ids': [], 'tvm_op_count': 26}, {'stage_index': 1, 'output_node_ids': [52, 53, 54, 55, 64, 65, 66, 67], 'boundary_input_node_ids': [25, 60], 'used_null_node_ids': [25, 27, 28, 32, 33, 36, 37, 41, 42, 45, 46, 49, 50, 53, 54, 55, 60, 61, 62, 65, 66, 67], 'hidden_data_node_ids': [], 'extra_hidden_boundary_node_ids': [], 'tvm_op_count': 17}]",buildable,vta/tutorials/frontend/report_out/yolov3_tiny_pipeline_baseline/20260513_packed_graph_top20/packages/yolo_packed_n25_60_to_heads
yolo_packed_n25_63_to_heads,"2-stage split exposing big logits node63, forwarding node25.",packed_graph,vta/vta,2,"[[25,63],[52,53,54,55,64,65,66,67]]","25,63",735488,0.33431272727272726,"[284209.1321333333, 12263.691300083332]",135972.72041662497,318203.2465502168,0.0031426454973085462,"[{'output_node_ids': [25, 63], 'boundary_input_node_ids': [], 'tvm_op_count': 27, 'ops_proxy': 9094173097984.0, 'output_bytes': 735488, 'runtime_proxy_ms': 284209.1321333333, 'node_ids': [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 56, 57, 58, 59, 60, 61, 62, 63]}, {'output_node_ids': [52, 53, 54, 55, 64, 65, 66, 67], 'boundary_input_node_ids': [25, 63], 'tvm_op_count': 16, 'ops_proxy': 392243531160.0, 'output_bytes': 862068, 'runtime_proxy_ms': 12263.691300083332, 'node_ids': [26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 64, 65, 66, 67]}]",True,,"[{'stage_index': 0, 'output_node_ids': [25, 63], 'boundary_input_node_ids': [], 'used_null_node_ids': [0, 1, 2, 7, 8, 12, 13, 17, 18, 22, 23, 27, 28, 32, 33, 36, 37, 57, 58, 61, 62], 'hidden_data_node_ids': [], 'extra_hidden_boundary_node_ids': [], 'tvm_op_count': 27}, {'stage_index': 1, 'output_node_ids': [52, 53, 54, 55, 64, 65, 66, 67], 'boundary_input_node_ids': [25, 63], 'used_null_node_ids': [25, 27, 28, 32, 33, 36, 37, 41, 42, 45, 46, 49, 50, 53, 54, 55, 63, 65, 66, 67], 'hidden_data_node_ids': [], 'extra_hidden_boundary_node_ids': [], 'tvm_op_count': 16}]",buildable,vta/tutorials/frontend/report_out/yolov3_tiny_pipeline_baseline/20260513_packed_graph_top20/packages/yolo_packed_n25_63_to_heads
yolo_packed_n25_40_60_to_heads,2-stage split after shared node40 and big node60.,packed_graph,vta/vta,2,"[[25,40,60],[52,53,54,55,64,65,66,67]]","25,40,60",822016,0.3736436363636364,"[284092.1462773333, 7197.76827075]",138447.18900329166,318704.9171717926,0.003137698686528161,"[{'output_node_ids': [25, 40, 60], 'boundary_input_node_ids': [], 'tvm_op_count': 27, 'ops_proxy': 9090429550592.0, 'output_bytes': 822016, 'runtime_proxy_ms': 284092.1462773333, 'node_ids': [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 56, 57, 58, 59, 60]}, {'output_node_ids': [52, 53, 54, 55, 64, 65, 66, 67], 'boundary_input_node_ids': [25, 40, 60], 'tvm_op_count': 8, 'ops_proxy': 230229888408.0, 'output_bytes': 862068, 'runtime_proxy_ms': 7197.76827075, 'node_ids': [41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 61, 62, 63, 64, 65, 66, 67]}]",True,,"[{'stage_index': 0, 'output_node_ids': [25, 40, 60], 'boundary_input_node_ids': [], 'used_null_node_ids': [0, 1, 2, 7, 8, 12, 13, 17, 18, 22, 23, 27, 28, 32, 33, 36, 37, 57, 58], 'hidden_data_node_ids': [], 'extra_hidden_boundary_node_ids': [], 'tvm_op_count': 27}, {'stage_index': 1, 'output_node_ids': [52, 53, 54, 55, 64, 65, 66, 67], 'boundary_input_node_ids': [25, 40, 60], 'used_null_node_ids': [25, 40, 41, 42, 45, 46, 49, 50, 53, 54, 55, 60, 61, 62, 65, 66, 67], 'hidden_data_node_ids': [], 'extra_hidden_boundary_node_ids': [], 'tvm_op_count': 8}]",buildable,vta/tutorials/frontend/report_out/yolov3_tiny_pipeline_baseline/20260513_packed_graph_top20/packages/yolo_packed_n25_40_60_to_heads
yolo_packed_n25_40_63_to_heads,2-stage split after shared node40 and big logits node63.,packed_graph,vta/vta,2,"[[25,40,63],[52,53,54,55,64,65,66,67]]","25,40,63",778752,0.35397818181818186,"[284326.4752, 6963.439348083333]",138681.51792595832,318997.8086596714,0.003134817772578708,"[{'output_node_ids': [25, 40, 63], 'boundary_input_node_ids': [], 'tvm_op_count': 28, 'ops_proxy': 9097916645376.0, 'output_bytes': 778752, 'runtime_proxy_ms': 284326.4752, 'node_ids': [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 56, 57, 58, 59, 60, 61, 62, 63]}, {'output_node_ids': [52, 53, 54, 55, 64, 65, 66, 67], 'boundary_input_node_ids': [25, 40, 63], 'tvm_op_count': 7, 'ops_proxy': 222742793624.0, 'output_bytes': 862068, 'runtime_proxy_ms': 6963.439348083333, 'node_ids': [41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 64, 65, 66, 67]}]",True,,"[{'stage_index': 0, 'output_node_ids': [25, 40, 63], 'boundary_input_node_ids': [], 'used_null_node_ids': [0, 1, 2, 7, 8, 12, 13, 17, 18, 22, 23, 27, 28, 32, 33, 36, 37, 57, 58, 61, 62], 'hidden_data_node_ids': [], 'extra_hidden_boundary_node_ids': [], 'tvm_op_count': 28}, {'stage_index': 1, 'output_node_ids': [52, 53, 54, 55, 64, 65, 66, 67], 'boundary_input_node_ids': [25, 40, 63], 'used_null_node_ids': [25, 40, 41, 42, 45, 46, 49, 50, 53, 54, 55, 63, 65, 66, 67], 'hidden_data_node_ids': [], 'extra_hidden_boundary_node_ids': [], 'tvm_op_count': 7}]",buildable,vta/tutorials/frontend/report_out/yolov3_tiny_pipeline_baseline/20260513_packed_graph_top20/packages/yolo_packed_n25_40_63_to_heads
yolo_packed_n25__n25_43__heads,3-stage split with small pre-concat node43.,packed_graph,vta/vta/vta,3,"[[25],[25,43],[52,53,54,55,64,65,66,67]]","25,25,43",1406080,0.6391272727272727,"[277971.90728, 7231.337552, 13141.817668083333]",178523.55311330553,322604.63468559907,0.0030997694778147574,"[{'output_node_ids': [25], 'boundary_input_node_ids': [], 'tvm_op_count': 15, 'ops_proxy': 8894723981312.0, 'output_bytes': 692224, 'runtime_proxy_ms': 277971.90728, 'node_ids': [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25]}, {'output_node_ids': [25, 43], 'boundary_input_node_ids': [25], 'tvm_op_count': 11, 'ops_proxy': 231269269504.0, 'output_bytes': 713856, 'runtime_proxy_ms': 7231.337552, 'node_ids': [25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43]}, {'output_node_ids': [52, 53, 54, 55, 64, 65, 66, 67], 'boundary_input_node_ids': [25, 43], 'tvm_op_count': 18, 'ops_proxy': 420320136600.0, 'output_bytes': 862068, 'runtime_proxy_ms': 13141.817668083333, 'node_ids': [26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63, 64, 65, 66, 67]}]",True,,"[{'stage_index': 0, 'output_node_ids': [25], 'boundary_input_node_ids': [], 'used_null_node_ids': [0, 1, 2, 7, 8, 12, 13, 17, 18, 22, 23], 'hidden_data_node_ids': [], 'extra_hidden_boundary_node_ids': [], 'tvm_op_count': 15}, {'stage_index': 1, 'output_node_ids': [25, 43], 'boundary_input_node_ids': [25], 'used_null_node_ids': [25, 27, 28, 32, 33, 36, 37, 41, 42], 'hidden_data_node_ids': [], 'extra_hidden_boundary_node_ids': [], 'tvm_op_count': 10}, {'stage_index': 2, 'output_node_ids': [52, 53, 54, 55, 64, 65, 66, 67], 'boundary_input_node_ids': [25, 43], 'used_null_node_ids': [25, 27, 28, 32, 33, 36, 37, 43, 45, 46, 49, 50, 53, 54, 55, 57, 58, 61, 62, 65, 66, 67], 'hidden_data_node_ids': [], 'extra_hidden_boundary_node_ids': [], 'tvm_op_count': 18}]",buildable,vta/tutorials/frontend/report_out/yolov3_tiny_pipeline_baseline/20260513_packed_graph_top20/packages/yolo_packed_n25__n25_43__heads
