access_kind,alu_opcode,alu_repeats,average_cpu_cores,bandwidth_GBps,batch,block_out,bucket,case_id,channels_in,channels_out,correct,device_wait_ms_per_repeat,direction,driver_poll_sleep_ns,driver_poll_wait_ms_per_repeat,driver_post_start_sleep_ns,driver_submit_ms_per_repeat,elements,eligible_for_direct_physical_model,family,get_ms,get_process_cpu_ms,host_submit_sync_ms_per_repeat,inner_repeats,input_count,input_fill,input_x,input_y,kernel,kernel_length,load_bytes_per_repeat,load_calls_per_repeat,load_enqueue_ms_per_repeat,logical_input_x,logical_input_y,measurement_kind,operation,output_bits,output_count,output_signature,output_x,output_y,pad_left,pad_top,pair_id,pair_role,poll_policy,process_cpu_ms,run_ms,run_process_cpu_ms,sample_index,session_id,set_ms,set_process_cpu_ms,size_bytes,spatial,stage_ms,store_bytes_per_repeat,store_calls_per_repeat,store_enqueue_ms_per_repeat,streams,stride,target_access_kind,threads,traffic_bytes,wall_ms,wall_ms_per_repeat,working_set_bytes,x,y
,,,1.9927825170381088,,,,stem_large_input_conv,cpu_stem_large_input_conv_p0_t2,3,32,True,,,,,,,,,cpu_operator,0.827228,0.835689,,,,,,,7,,,,,,,native_cpu_stage_service,,,,"[{""dtype"":""float32"",""fnv1a64"":""7a0daf912207282b"",""shape"":[1,32,80,80]}]",,,,,,,,23.351485,11.214713,22.348484,12,1,0.166321,0.167312,,160,12.208262,,,,,2,,2,,,,,,
,,,1.9954764979388504,,,,stem_large_input_conv,cpu_stem_large_input_conv_p0_t2,3,32,True,,,,,,,,,cpu_operator,0.827829,0.836678,,,,,,,7,,,,,,,native_cpu_stage_service,,,,"[{""dtype"":""float32"",""fnv1a64"":""7a0daf912207282b"",""shape"":[1,32,80,80]}]",,,,,,,,23.316022,11.181381,22.312183,13,1,0.166112,0.167161,,160,12.175322,,,,,2,,2,,,,,,
,,,1.945112360618885,,,,stem_large_input_conv,cpu_stem_large_input_conv_p0_t2,3,32,True,,,,,,,,,cpu_operator,0.96397,0.94186,,,,,,,7,,,,,,,native_cpu_stage_service,,,,"[{""dtype"":""float32"",""fnv1a64"":""7a0daf912207282b"",""shape"":[1,32,80,80]}]",,,,,,,,23.808689,11.674286,22.707798,14,1,0.158312,0.159031,,160,12.796568,,,,,2,,2,,,,,,
,,,1.946706862915338,,,,stem_large_input_conv,cpu_stem_large_input_conv_p0_t2,3,32,True,,,,,,,,,cpu_operator,0.907179,0.915249,,,,,,,7,,,,,,,native_cpu_stage_service,,,,"[{""dtype"":""float32"",""fnv1a64"":""7a0daf912207282b"",""shape"":[1,32,80,80]}]",,,,,,,,23.972249,11.759638,22.892568,15,1,0.163292,0.164432,,160,12.830109,,,,,2,,2,,,,,,
,,,1.9968026520745867,,,,stem_large_input_conv,cpu_stem_large_input_conv_p0_t2,3,32,True,,,,,,,,,cpu_operator,0.838028,0.847479,,,,,,,7,,,,,,,native_cpu_stage_service,,,,"[{""dtype"":""float32"",""fnv1a64"":""7a0daf912207282b"",""shape"":[1,32,80,80]}]",,,,,,,,23.368254,11.193652,22.351514,16,1,0.168032,0.169261,,160,12.199712,,,,,2,,2,,,,,,
,,,1.9939059362130556,,,,stem_large_input_conv,cpu_stem_large_input_conv_p0_t2,3,32,True,,,,,,,,,cpu_operator,0.880209,0.889239,,,,,,,7,,,,,,,native_cpu_stage_service,,,,"[{""dtype"":""float32"",""fnv1a64"":""7a0daf912207282b"",""shape"":[1,32,80,80]}]",,,,,,,,23.338075,11.174481,22.280864,17,1,0.166592,0.167972,,160,12.221282,,,,,2,,2,,,,,,
,,,1.9959872366928628,,,,stem_large_input_conv,cpu_stem_large_input_conv_p0_t2,3,32,True,,,,,,,,,cpu_operator,0.831728,0.840068,,,,,,,7,,,,,,,native_cpu_stage_service,,,,"[{""dtype"":""float32"",""fnv1a64"":""7a0daf912207282b"",""shape"":[1,32,80,80]}]",,,,,,,,23.328293,11.184562,22.324243,18,1,0.162872,0.163982,,160,12.179162,,,,,2,,2,,,,,,
,,,1.9457767144844778,,,,stem_large_input_conv,cpu_stem_large_input_conv_p0_t2,3,32,True,,,,,,,,,cpu_operator,0.831849,0.840159,,,,,,,7,,,,,,,native_cpu_stage_service,,,,"[{""dtype"":""float32"",""fnv1a64"":""7a0daf912207282b"",""shape"":[1,32,80,80]}]",,,,,,,,23.628295,11.627606,22.624725,19,1,0.162722,0.163411,,160,12.622177,,,,,2,,2,,,,,,
,,,2.5641731818293283,,,,stem_large_input_conv,cpu_stem_large_input_conv_p0_t3,3,32,True,,,,,,,,,cpu_operator,0.934869,0.943449,,,,,,,7,,,,,,,native_cpu_stage_service,,,,"[{""dtype"":""float32"",""fnv1a64"":""7a0daf912207282b"",""shape"":[1,32,80,80]}]",,,,,,,,24.116552,8.97138,23.004172,0,1,0.167581,0.168931,,160,10.07383,,,,,2,,3,,,,,,
,,,2.6735792564750387,,,,stem_large_input_conv,cpu_stem_large_input_conv_p0_t3,3,32,True,,,,,,,,,cpu_operator,0.834158,0.841928,,,,,,,7,,,,,,,native_cpu_stage_service,,,,"[{""dtype"":""float32"",""fnv1a64"":""7a0daf912207282b"",""shape"":[1,32,80,80]}]",,,,,,,,23.482914,8.409294,22.482914,1,1,0.156842,0.158072,,160,9.400294,,,,,2,,3,,,,,,
