mode,status,fps,mean_ms,std_ms,passes_correctness_gate,reason
rpc_baseline,ok,3.724346058177234,268.50351293333335,0.0722622058311879,,
native_serial,ok,2.854595595465187,350.312318,12.880583999999999,True,
