candidate_id,start_name,end_name,end_output_names,needs_route_input,cpu_prefix_convs,vta_convs,cpu_tail_convs,boundary_conv_outputs,stage_devices,resource_cycle_ms,vta_dma_ms,boundary_ms,dma_fragmentation_ms,sram_risk_ms,tail_cpu_ms,stage_count,effective_segment_count,small_island_count,pattern_cpu_vta_cpu,pattern_cpu_vta_cpu_vta_cpu,stage0_ms_est,stage1_vta_ms_est,stage2_ms_est,boundary_bytes_est,predicted_cycle_ms,predicted_fps,status,failure_type,error_summary,package_dir,mode,throughput_fps,mean_total_latency_ms,raw_outputs,result_jsonl,log,passes_correctness_gate,correctness,run_kind
yolo_pool0_to_shared13,pool0,shared13,"['route23', 'shared38']",False,[0],"[1, 2, 3, 4, 5, 6, 7]","[8, 9, 10, 11, 12]","[4, 7]",cpu/vta/cpu,263.38598787878794,0.3933090909090909,0.5768533333333333,0.04,0.0,263.38598787878794,3.0,3.0,0.0,1.0,0.0,22.65460363636364,115.30249309090908,263.38598787878794,865280,393.42234847618374,2.541797647930354,ok,,,vta/tutorials/frontend/report_out/yolov3_tiny_heuristic_search/20260513_fullq_cpu_tail_fix_probe/packages/yolo_pool0_to_shared13,serial,2.3083095816356467,433.217454,"[{'index': 0, 'shape': [1, 255, 26, 26], 'dtype': 'float32', 'size': 172380, 'nbytes': 689520, 'fnv1a64': '7bcf8ceb480e56e1', 'min': -1.4375, 'max': 1.6171875, 'mean': 0.022101749, 'sum': 3809.899425735}, {'index': 1, 'shape': [3], 'dtype': 'int32', 'size': 3, 'nbytes': 12, 'fnv1a64': '6437c9a572635250', 'min': 0.0, 'max': 2.0, 'mean': 1.0, 'sum': 3.0}, {'index': 2, 'shape': [12], 'dtype': 'float32', 'size': 12, 'nbytes': 48, 'fnv1a64': '1634dd673862fe48', 'min': 10.0, 'max': 344.0, 'mean': 108.25, 'sum': 1299.0}, {'index': 3, 'shape': [6], 'dtype': 'int32', 'size': 6, 'nbytes': 24, 'fnv1a64': 'b619ac38b449dc99', 'min': 3.0, 'max': 255.0, 'mean': 66.0, 'sum': 396.0}, {'index': 4, 'shape': [1, 255, 13, 13], 'dtype': 'float32', 'size': 43095, 'nbytes': 172380, 'fnv1a64': '154641ceb2076cca', 'min': -1.6171875, 'max': 1.078125, 'mean': 0.019295038, 'sum': 831.519646392}, {'index': 5, 'shape': [3], 'dtype': 'int32', 'size': 3, 'nbytes': 12, 'fnv1a64': '7f5875e9426f5e51', 'min': 3.0, 'max': 5.0, 'mean': 4.0, 'sum': 12.0}, {'index': 6, 'shape': [12], 'dtype': 'float32', 'size': 12, 'nbytes': 48, 'fnv1a64': '1634dd673862fe48', 'min': 10.0, 'max': 344.0, 'mean': 108.25, 'sum': 1299.0}, {'index': 7, 'shape': [6], 'dtype': 'int32', 'size': 6, 'nbytes': 24, 'fnv1a64': '85777e194f56eaa9', 'min': 3.0, 'max': 255.0, 'mean': 61.666666667, 'sum': 370.0}]",vta/tutorials/frontend/report_out/yolov3_tiny_heuristic_search/20260513_fullq_cpu_tail_fix_probe/yolo_pool0_to_shared13/native_serial_result.jsonl,vta/tutorials/frontend/report_out/yolov3_tiny_heuristic_search/20260513_fullq_cpu_tail_fix_probe/yolo_pool0_to_shared13/serial.log,False,"{'passes_raw_output_gate': False, 'output_count_match': True, 'max_mean_abs_delta': 0.5204689095587005, 'max_sum_abs_delta': 89718.430675735, 'rows': [{'index': 0, 'same_shape': True, 'same_dtype': True, 'same_hash': False, 'mean_abs_delta': 0.5204689095587005, 'sum_abs_delta': 89718.430675735, 'sum_rel_delta': 1.0443483245528655, 'passes': False}, {'index': 1, 'same_shape': True, 'same_dtype': True, 'same_hash': False, 'mean_abs_delta': 0.0, 'sum_abs_delta': 0.0, 'sum_rel_delta': 0.0, 'passes': True}, {'index': 2, 'same_shape': True, 'same_dtype': True, 'same_hash': False, 'mean_abs_delta': 0.0, 'sum_abs_delta': 0.0, 'sum_rel_delta': 0.0, 'passes': True}, {'index': 3, 'same_shape': True, 'same_dtype': True, 'same_hash': False, 'mean_abs_delta': 0.0, 'sum_abs_delta': 0.0, 'sum_rel_delta': 0.0, 'passes': True}, {'index': 4, 'same_shape': True, 'same_dtype': True, 'same_hash': False, 'mean_abs_delta': 1.2072448735134245e-09, 'sum_abs_delta': 5.410684377693542e-05, 'sum_rel_delta': 6.506983633210695e-08, 'passes': True}, {'index': 5, 'same_shape': True, 'same_dtype': True, 'same_hash': False, 'mean_abs_delta': 0.0, 'sum_abs_delta': 0.0, 'sum_rel_delta': 0.0, 'passes': True}, {'index': 6, 'same_shape': True, 'same_dtype': True, 'same_hash': False, 'mean_abs_delta': 0.0, 'sum_abs_delta': 0.0, 'sum_rel_delta': 0.0, 'passes': True}, {'index': 7, 'same_shape': True, 'same_dtype': True, 'same_hash': False, 'mean_abs_delta': 3.333369136271358e-10, 'sum_abs_delta': 0.0, 'sum_rel_delta': 0.0, 'passes': True}]}",serial_smoke
