candidate_id,stage_devices,split_backend,packed_graph_preset,boundary_node_ids,description,status,package_dir
yolo_packed_route25_shared40_to_heads,vta/vta,packed_graph,route_shared_tail,"25,40",Split the already-packed all-VTA graph at physical tensors node25 (route branch) and node40 (shared head input).,buildable,vta/tutorials/frontend/report_out/yolov3_tiny_pipeline_baseline/20260513_packed_graph_split_smoke/packages/yolo_packed_route25_shared40_to_heads
