candidate_id,stage_devices,split_backend,packed_graph_preset,boundary_node_ids,description,status,package_dir,mode,throughput_fps,mean_total_latency_ms,raw_outputs,stage_raw_outputs,split_boundary_diagnostics,result_jsonl,log,passes_correctness_gate,correctness,run_kind
yolo_packed_route25_shared40_to_heads,vta/vta,packed_graph,route_shared_tail,"25,40",Split the already-packed all-VTA graph at physical tensors node25 (route branch) and node40 (shared head input).,ok,vta/tutorials/frontend/report_out/yolov3_tiny_pipeline_baseline/20260513_packed_graph_split_smoke/packages/yolo_packed_route25_shared40_to_heads,serial,2.3569958054372324,424.2688925,"[{'index': 0, 'shape': [1, 255, 26, 26], 'dtype': 'float32', 'size': 172380, 'nbytes': 689520, 'fnv1a64': 'c00e52702c78d283', 'min': -19.9453125, 'max': 3.234375, 'mean': -0.498367232, 'sum': -85908.543384566}, {'index': 1, 'shape': [3], 'dtype': 'int32', 'size': 3, 'nbytes': 12, 'fnv1a64': '6437c9a572635250', 'min': 0.0, 'max': 2.0, 'mean': 1.0, 'sum': 3.0}, {'index': 2, 'shape': [12], 'dtype': 'float32', 'size': 12, 'nbytes': 48, 'fnv1a64': '1634dd673862fe48', 'min': 10.0, 'max': 344.0, 'mean': 108.25, 'sum': 1299.0}, {'index': 3, 'shape': [6], 'dtype': 'int32', 'size': 6, 'nbytes': 24, 'fnv1a64': 'b619ac38b449dc99', 'min': 3.0, 'max': 255.0, 'mean': 66.0, 'sum': 396.0}, {'index': 4, 'shape': [1, 255, 13, 13], 'dtype': 'float32', 'size': 43095, 'nbytes': 172380, 'fnv1a64': '154641ceb2076cca', 'min': -1.6171875, 'max': 1.078125, 'mean': 0.019295038, 'sum': 831.519646392}, {'index': 5, 'shape': [3], 'dtype': 'int32', 'size': 3, 'nbytes': 12, 'fnv1a64': '7f5875e9426f5e51', 'min': 3.0, 'max': 5.0, 'mean': 4.0, 'sum': 12.0}, {'index': 6, 'shape': [12], 'dtype': 'float32', 'size': 12, 'nbytes': 48, 'fnv1a64': '1634dd673862fe48', 'min': 10.0, 'max': 344.0, 'mean': 108.25, 'sum': 1299.0}, {'index': 7, 'shape': [6], 'dtype': 'int32', 'size': 6, 'nbytes': 24, 'fnv1a64': '85777e194f56eaa9', 'min': 3.0, 'max': 255.0, 'mean': 61.666666667, 'sum': 370.0}]","[{'stage_index': 0, 'outputs': [{'index': 0, 'shape': [1, 16, 26, 26, 1, 16], 'dtype': 'float32', 'size': 173056, 'nbytes': 692224, 'fnv1a64': 'f576666bce029c5d', 'min': -1.958593726, 'max': 14.734375, 'mean': -0.024656987, 'sum': -4267.039585108}, {'index': 1, 'shape': [1, 16, 13, 13, 1, 16], 'dtype': 'int8', 'size': 43264, 'nbytes': 43264, 'fnv1a64': 'dba76c4861cf386c'}]}, {'stage_index': 1, 'outputs': [{'index': 0, 'shape': [1, 255, 26, 26], 'dtype': 'float32', 'size': 172380, 'nbytes': 689520, 'fnv1a64': 'c00e52702c78d283', 'min': -19.9453125, 'max': 3.234375, 'mean': -0.498367232, 'sum': -85908.543384566}, {'index': 1, 'shape': [3], 'dtype': 'int32', 'size': 3, 'nbytes': 12, 'fnv1a64': '6437c9a572635250', 'min': 0.0, 'max': 2.0, 'mean': 1.0, 'sum': 3.0}, {'index': 2, 'shape': [12], 'dtype': 'float32', 'size': 12, 'nbytes': 48, 'fnv1a64': '1634dd673862fe48', 'min': 10.0, 'max': 344.0, 'mean': 108.25, 'sum': 1299.0}, {'index': 3, 'shape': [6], 'dtype': 'int32', 'size': 6, 'nbytes': 24, 'fnv1a64': 'b619ac38b449dc99', 'min': 3.0, 'max': 255.0, 'mean': 66.0, 'sum': 396.0}, {'index': 4, 'shape': [1, 255, 13, 13], 'dtype': 'float32', 'size': 43095, 'nbytes': 172380, 'fnv1a64': '154641ceb2076cca', 'min': -1.6171875, 'max': 1.078125, 'mean': 0.019295038, 'sum': 831.519646392}, {'index': 5, 'shape': [3], 'dtype': 'int32', 'size': 3, 'nbytes': 12, 'fnv1a64': '7f5875e9426f5e51', 'min': 3.0, 'max': 5.0, 'mean': 4.0, 'sum': 12.0}, {'index': 6, 'shape': [12], 'dtype': 'float32', 'size': 12, 'nbytes': 48, 'fnv1a64': '1634dd673862fe48', 'min': 10.0, 'max': 344.0, 'mean': 108.25, 'sum': 1299.0}, {'index': 7, 'shape': [6], 'dtype': 'int32', 'size': 6, 'nbytes': 24, 'fnv1a64': '85777e194f56eaa9', 'min': 3.0, 'max': 255.0, 'mean': 61.666666667, 'sum': 370.0}]}]","{'candidate_id': 'yolo_packed_route25_shared40_to_heads', 'start_name': None, 'end_name': None, 'end_output_names': None, 'stage_count': 2, 'stage_raw_outputs_available': True, 'stage_raw_outputs': [{'stage_index': 0, 'outputs': [{'index': 0, 'shape': [1, 16, 26, 26, 1, 16], 'dtype': 'float32', 'size': 173056, 'nbytes': 692224, 'fnv1a64': 'f576666bce029c5d', 'min': -1.958593726, 'max': 14.734375, 'mean': -0.024656987, 'sum': -4267.039585108}, {'index': 1, 'shape': [1, 16, 13, 13, 1, 16], 'dtype': 'int8', 'size': 43264, 'nbytes': 43264, 'fnv1a64': 'dba76c4861cf386c'}]}, {'stage_index': 1, 'outputs': [{'index': 0, 'shape': [1, 255, 26, 26], 'dtype': 'float32', 'size': 172380, 'nbytes': 689520, 'fnv1a64': 'c00e52702c78d283', 'min': -19.9453125, 'max': 3.234375, 'mean': -0.498367232, 'sum': -85908.543384566}, {'index': 1, 'shape': [3], 'dtype': 'int32', 'size': 3, 'nbytes': 12, 'fnv1a64': '6437c9a572635250', 'min': 0.0, 'max': 2.0, 'mean': 1.0, 'sum': 3.0}, {'index': 2, 'shape': [12], 'dtype': 'float32', 'size': 12, 'nbytes': 48, 'fnv1a64': '1634dd673862fe48', 'min': 10.0, 'max': 344.0, 'mean': 108.25, 'sum': 1299.0}, {'index': 3, 'shape': [6], 'dtype': 'int32', 'size': 6, 'nbytes': 24, 'fnv1a64': 'b619ac38b449dc99', 'min': 3.0, 'max': 255.0, 'mean': 66.0, 'sum': 396.0}, {'index': 4, 'shape': [1, 255, 13, 13], 'dtype': 'float32', 'size': 43095, 'nbytes': 172380, 'fnv1a64': '154641ceb2076cca', 'min': -1.6171875, 'max': 1.078125, 'mean': 0.019295038, 'sum': 831.519646392}, {'index': 5, 'shape': [3], 'dtype': 'int32', 'size': 3, 'nbytes': 12, 'fnv1a64': '7f5875e9426f5e51', 'min': 3.0, 'max': 5.0, 'mean': 4.0, 'sum': 12.0}, {'index': 6, 'shape': [12], 'dtype': 'float32', 'size': 12, 'nbytes': 48, 'fnv1a64': '1634dd673862fe48', 'min': 10.0, 'max': 344.0, 'mean': 108.25, 'sum': 1299.0}, {'index': 7, 'shape': [6], 'dtype': 'int32', 'size': 6, 'nbytes': 24, 'fnv1a64': '85777e194f56eaa9', 'min': 3.0, 'max': 255.0, 'mean': 61.666666667, 'sum': 370.0}]}]}",vta/tutorials/frontend/report_out/yolov3_tiny_pipeline_baseline/20260513_packed_graph_split_smoke/yolo_packed_route25_shared40_to_heads/native_serial_result.jsonl,vta/tutorials/frontend/report_out/yolov3_tiny_pipeline_baseline/20260513_packed_graph_split_smoke/yolo_packed_route25_shared40_to_heads/serial.log,True,"{'passes_raw_output_gate': True, 'output_count_match': True, 'max_mean_abs_delta': 7.14412994318181e-08, 'max_sum_abs_delta': 0.012134566000895575, 'rows': [{'index': 0, 'same_shape': True, 'same_dtype': True, 'same_hash': False, 'mean_abs_delta': 7.14412994318181e-08, 'sum_abs_delta': 0.012134566000895575, 'sum_rel_delta': 1.4124983659170141e-07, 'passes': True}, {'index': 1, 'same_shape': True, 'same_dtype': True, 'same_hash': False, 'mean_abs_delta': 0.0, 'sum_abs_delta': 0.0, 'sum_rel_delta': 0.0, 'passes': True}, {'index': 2, 'same_shape': True, 'same_dtype': True, 'same_hash': False, 'mean_abs_delta': 0.0, 'sum_abs_delta': 0.0, 'sum_rel_delta': 0.0, 'passes': True}, {'index': 3, 'same_shape': True, 'same_dtype': True, 'same_hash': False, 'mean_abs_delta': 0.0, 'sum_abs_delta': 0.0, 'sum_rel_delta': 0.0, 'passes': True}, {'index': 4, 'same_shape': True, 'same_dtype': True, 'same_hash': False, 'mean_abs_delta': 1.2072448735134245e-09, 'sum_abs_delta': 5.410684377693542e-05, 'sum_rel_delta': 6.506983633210695e-08, 'passes': True}, {'index': 5, 'same_shape': True, 'same_dtype': True, 'same_hash': False, 'mean_abs_delta': 0.0, 'sum_abs_delta': 0.0, 'sum_rel_delta': 0.0, 'passes': True}, {'index': 6, 'same_shape': True, 'same_dtype': True, 'same_hash': False, 'mean_abs_delta': 0.0, 'sum_abs_delta': 0.0, 'sum_rel_delta': 0.0, 'passes': True}, {'index': 7, 'same_shape': True, 'same_dtype': True, 'same_hash': False, 'mean_abs_delta': 3.333369136271358e-10, 'sum_abs_delta': 0.0, 'sum_rel_delta': 0.0, 'passes': True}]}",serial_smoke
yolo_packed_route25_shared40_to_heads,vta/vta,packed_graph,route_shared_tail,"25,40",Split the already-packed all-VTA graph at physical tensors node25 (route branch) and node40 (shared head input).,ok,vta/tutorials/frontend/report_out/yolov3_tiny_pipeline_baseline/20260513_packed_graph_split_smoke/packages/yolo_packed_route25_shared40_to_heads,pipeline,6.52152984603568,776.2646625,"[{'index': 0, 'shape': [1, 255, 26, 26], 'dtype': 'float32', 'size': 172380, 'nbytes': 689520, 'fnv1a64': 'c00e52702c78d283', 'min': -19.9453125, 'max': 3.234375, 'mean': -0.498367232, 'sum': -85908.543384566}, {'index': 1, 'shape': [3], 'dtype': 'int32', 'size': 3, 'nbytes': 12, 'fnv1a64': '6437c9a572635250', 'min': 0.0, 'max': 2.0, 'mean': 1.0, 'sum': 3.0}, {'index': 2, 'shape': [12], 'dtype': 'float32', 'size': 12, 'nbytes': 48, 'fnv1a64': '1634dd673862fe48', 'min': 10.0, 'max': 344.0, 'mean': 108.25, 'sum': 1299.0}, {'index': 3, 'shape': [6], 'dtype': 'int32', 'size': 6, 'nbytes': 24, 'fnv1a64': 'b619ac38b449dc99', 'min': 3.0, 'max': 255.0, 'mean': 66.0, 'sum': 396.0}, {'index': 4, 'shape': [1, 255, 13, 13], 'dtype': 'float32', 'size': 43095, 'nbytes': 172380, 'fnv1a64': '154641ceb2076cca', 'min': -1.6171875, 'max': 1.078125, 'mean': 0.019295038, 'sum': 831.519646392}, {'index': 5, 'shape': [3], 'dtype': 'int32', 'size': 3, 'nbytes': 12, 'fnv1a64': '7f5875e9426f5e51', 'min': 3.0, 'max': 5.0, 'mean': 4.0, 'sum': 12.0}, {'index': 6, 'shape': [12], 'dtype': 'float32', 'size': 12, 'nbytes': 48, 'fnv1a64': '1634dd673862fe48', 'min': 10.0, 'max': 344.0, 'mean': 108.25, 'sum': 1299.0}, {'index': 7, 'shape': [6], 'dtype': 'int32', 'size': 6, 'nbytes': 24, 'fnv1a64': '85777e194f56eaa9', 'min': 3.0, 'max': 255.0, 'mean': 61.666666667, 'sum': 370.0}]","[{'stage_index': 0, 'outputs': []}, {'stage_index': 1, 'outputs': [{'index': 0, 'shape': [1, 255, 26, 26], 'dtype': 'float32', 'size': 172380, 'nbytes': 689520, 'fnv1a64': 'c00e52702c78d283', 'min': -19.9453125, 'max': 3.234375, 'mean': -0.498367232, 'sum': -85908.543384566}, {'index': 1, 'shape': [3], 'dtype': 'int32', 'size': 3, 'nbytes': 12, 'fnv1a64': '6437c9a572635250', 'min': 0.0, 'max': 2.0, 'mean': 1.0, 'sum': 3.0}, {'index': 2, 'shape': [12], 'dtype': 'float32', 'size': 12, 'nbytes': 48, 'fnv1a64': '1634dd673862fe48', 'min': 10.0, 'max': 344.0, 'mean': 108.25, 'sum': 1299.0}, {'index': 3, 'shape': [6], 'dtype': 'int32', 'size': 6, 'nbytes': 24, 'fnv1a64': 'b619ac38b449dc99', 'min': 3.0, 'max': 255.0, 'mean': 66.0, 'sum': 396.0}, {'index': 4, 'shape': [1, 255, 13, 13], 'dtype': 'float32', 'size': 43095, 'nbytes': 172380, 'fnv1a64': '154641ceb2076cca', 'min': -1.6171875, 'max': 1.078125, 'mean': 0.019295038, 'sum': 831.519646392}, {'index': 5, 'shape': [3], 'dtype': 'int32', 'size': 3, 'nbytes': 12, 'fnv1a64': '7f5875e9426f5e51', 'min': 3.0, 'max': 5.0, 'mean': 4.0, 'sum': 12.0}, {'index': 6, 'shape': [12], 'dtype': 'float32', 'size': 12, 'nbytes': 48, 'fnv1a64': '1634dd673862fe48', 'min': 10.0, 'max': 344.0, 'mean': 108.25, 'sum': 1299.0}, {'index': 7, 'shape': [6], 'dtype': 'int32', 'size': 6, 'nbytes': 24, 'fnv1a64': '85777e194f56eaa9', 'min': 3.0, 'max': 255.0, 'mean': 61.666666667, 'sum': 370.0}]}]","{'candidate_id': 'yolo_packed_route25_shared40_to_heads', 'start_name': None, 'end_name': None, 'end_output_names': None, 'stage_count': 2, 'stage_raw_outputs_available': True, 'stage_raw_outputs': [{'stage_index': 0, 'outputs': []}, {'stage_index': 1, 'outputs': [{'index': 0, 'shape': [1, 255, 26, 26], 'dtype': 'float32', 'size': 172380, 'nbytes': 689520, 'fnv1a64': 'c00e52702c78d283', 'min': -19.9453125, 'max': 3.234375, 'mean': -0.498367232, 'sum': -85908.543384566}, {'index': 1, 'shape': [3], 'dtype': 'int32', 'size': 3, 'nbytes': 12, 'fnv1a64': '6437c9a572635250', 'min': 0.0, 'max': 2.0, 'mean': 1.0, 'sum': 3.0}, {'index': 2, 'shape': [12], 'dtype': 'float32', 'size': 12, 'nbytes': 48, 'fnv1a64': '1634dd673862fe48', 'min': 10.0, 'max': 344.0, 'mean': 108.25, 'sum': 1299.0}, {'index': 3, 'shape': [6], 'dtype': 'int32', 'size': 6, 'nbytes': 24, 'fnv1a64': 'b619ac38b449dc99', 'min': 3.0, 'max': 255.0, 'mean': 66.0, 'sum': 396.0}, {'index': 4, 'shape': [1, 255, 13, 13], 'dtype': 'float32', 'size': 43095, 'nbytes': 172380, 'fnv1a64': '154641ceb2076cca', 'min': -1.6171875, 'max': 1.078125, 'mean': 0.019295038, 'sum': 831.519646392}, {'index': 5, 'shape': [3], 'dtype': 'int32', 'size': 3, 'nbytes': 12, 'fnv1a64': '7f5875e9426f5e51', 'min': 3.0, 'max': 5.0, 'mean': 4.0, 'sum': 12.0}, {'index': 6, 'shape': [12], 'dtype': 'float32', 'size': 12, 'nbytes': 48, 'fnv1a64': '1634dd673862fe48', 'min': 10.0, 'max': 344.0, 'mean': 108.25, 'sum': 1299.0}, {'index': 7, 'shape': [6], 'dtype': 'int32', 'size': 6, 'nbytes': 24, 'fnv1a64': '85777e194f56eaa9', 'min': 3.0, 'max': 255.0, 'mean': 61.666666667, 'sum': 370.0}]}]}",vta/tutorials/frontend/report_out/yolov3_tiny_pipeline_baseline/20260513_packed_graph_split_smoke/yolo_packed_route25_shared40_to_heads/native_pipeline_result.jsonl,vta/tutorials/frontend/report_out/yolov3_tiny_pipeline_baseline/20260513_packed_graph_split_smoke/yolo_packed_route25_shared40_to_heads/pipeline.log,True,"{'passes_raw_output_gate': True, 'output_count_match': True, 'max_mean_abs_delta': 7.14412994318181e-08, 'max_sum_abs_delta': 0.012134566000895575, 'rows': [{'index': 0, 'same_shape': True, 'same_dtype': True, 'same_hash': False, 'mean_abs_delta': 7.14412994318181e-08, 'sum_abs_delta': 0.012134566000895575, 'sum_rel_delta': 1.4124983659170141e-07, 'passes': True}, {'index': 1, 'same_shape': True, 'same_dtype': True, 'same_hash': False, 'mean_abs_delta': 0.0, 'sum_abs_delta': 0.0, 'sum_rel_delta': 0.0, 'passes': True}, {'index': 2, 'same_shape': True, 'same_dtype': True, 'same_hash': False, 'mean_abs_delta': 0.0, 'sum_abs_delta': 0.0, 'sum_rel_delta': 0.0, 'passes': True}, {'index': 3, 'same_shape': True, 'same_dtype': True, 'same_hash': False, 'mean_abs_delta': 0.0, 'sum_abs_delta': 0.0, 'sum_rel_delta': 0.0, 'passes': True}, {'index': 4, 'same_shape': True, 'same_dtype': True, 'same_hash': False, 'mean_abs_delta': 1.2072448735134245e-09, 'sum_abs_delta': 5.410684377693542e-05, 'sum_rel_delta': 6.506983633210695e-08, 'passes': True}, {'index': 5, 'same_shape': True, 'same_dtype': True, 'same_hash': False, 'mean_abs_delta': 0.0, 'sum_abs_delta': 0.0, 'sum_rel_delta': 0.0, 'passes': True}, {'index': 6, 'same_shape': True, 'same_dtype': True, 'same_hash': False, 'mean_abs_delta': 0.0, 'sum_abs_delta': 0.0, 'sum_rel_delta': 0.0, 'passes': True}, {'index': 7, 'same_shape': True, 'same_dtype': True, 'same_hash': False, 'mean_abs_delta': 3.333369136271358e-10, 'sum_abs_delta': 0.0, 'sum_rel_delta': 0.0, 'passes': True}]}",pipeline
