candidate_id,stage_devices,split_backend,packed_graph_preset,boundary_node_ids,description
yolo_packed_route25_shared40_to_heads,vta/vta,packed_graph,route_shared_tail,"25,40",Split the already-packed all-VTA graph at physical tensors node25 (route branch) and node40 (shared head input).
