mode,status,fps,mean_ms,std_ms,passes_correctness_gate,reason
native_pipeline,ok,2.9619880760327932,1254.5500459999998,255.27788687538623,True,
rpc_baseline,ok,3.724346058177234,268.50351293333335,0.0722622058311879,,
